Column1,GOSlim_bin
PiuraChilensis_v1_contig_13913,developmental processes
PiuraChilensis_v1_contig_6202,cell cycle and proliferation
PiuraChilensis_v1_contig_6953,death
PiuraChilensis_v1_contig_13520,signal transduction
PiuraChilensis_v1_contig_9821,developmental processes
PiuraChilensis_v1_contig_337,RNA metabolism
PiuraChilensis_v1_contig_5468,other metabolic processes
PiuraChilensis_v1_contig_13468,other biological processes
PiuraChilensis_v1_contig_6811,RNA metabolism
PiuraChilensis_v1_contig_3832,other metabolic processes
PiuraChilensis_v1_contig_6660,protein metabolism
PiuraChilensis_v1_contig_9621,transport
PiuraChilensis_v1_contig_12492,RNA metabolism
PiuraChilensis_v1_contig_3935,RNA metabolism
PiuraChilensis_v1_contig_8750,cell cycle and proliferation
PiuraChilensis_v1_contig_2640,signal transduction
PiuraChilensis_v1_contig_10868,cell organization and biogenesis
PiuraChilensis_v1_contig_14703,other biological processes
PiuraChilensis_v1_contig_3862,cell organization and biogenesis
PiuraChilensis_v1_contig_10957,stress response
PiuraChilensis_v1_contig_1212,other biological processes
PiuraChilensis_v1_contig_6065,signal transduction
PiuraChilensis_v1_contig_2071,other metabolic processes
PiuraChilensis_v1_contig_4140,cell cycle and proliferation
PiuraChilensis_v1_contig_14525,other metabolic processes
PiuraChilensis_v1_contig_6187,signal transduction
PiuraChilensis_v1_contig_4138,death
PiuraChilensis_v1_contig_11216,cell organization and biogenesis
PiuraChilensis_v1_contig_11943,DNA metabolism
PiuraChilensis_v1_contig_7788,death
PiuraChilensis_v1_contig_10332,cell organization and biogenesis
PiuraChilensis_v1_contig_1089,cell organization and biogenesis
PiuraChilensis_v1_contig_2361,protein metabolism
PiuraChilensis_v1_contig_1124,transport
PiuraChilensis_v1_contig_12762,signal transduction
PiuraChilensis_v1_contig_4339,other metabolic processes
PiuraChilensis_v1_contig_5943,cell organization and biogenesis
PiuraChilensis_v1_contig_1332,developmental processes
PiuraChilensis_v1_contig_14952,cell cycle and proliferation
PiuraChilensis_v1_contig_12110,cell adhesion
PiuraChilensis_v1_contig_208,developmental processes
PiuraChilensis_v1_contig_10970,death
PiuraChilensis_v1_contig_6098,protein metabolism
PiuraChilensis_v1_contig_44,other biological processes
PiuraChilensis_v1_contig_11524,transport
PiuraChilensis_v1_contig_14912,RNA metabolism
PiuraChilensis_v1_contig_238,other metabolic processes
PiuraChilensis_v1_contig_901,protein metabolism
PiuraChilensis_v1_contig_6599,transport
PiuraChilensis_v1_contig_10794,other metabolic processes
PiuraChilensis_v1_contig_2241,protein metabolism
PiuraChilensis_v1_contig_13331,RNA metabolism
PiuraChilensis_v1_contig_6187,death
PiuraChilensis_v1_contig_12149,cell cycle and proliferation
PiuraChilensis_v1_contig_14205,developmental processes
PiuraChilensis_v1_contig_11614,transport
PiuraChilensis_v1_contig_14546,other metabolic processes
PiuraChilensis_v1_contig_1513,other metabolic processes
PiuraChilensis_v1_contig_7790,DNA metabolism
PiuraChilensis_v1_contig_6899,cell cycle and proliferation
PiuraChilensis_v1_contig_8359,cell cycle and proliferation
PiuraChilensis_v1_contig_8359,cell organization and biogenesis
PiuraChilensis_v1_contig_4471,signal transduction
PiuraChilensis_v1_contig_7207,other metabolic processes
PiuraChilensis_v1_contig_4935,cell cycle and proliferation
PiuraChilensis_v1_contig_8178,signal transduction
PiuraChilensis_v1_contig_1506,other biological processes
PiuraChilensis_v1_contig_6714,DNA metabolism
PiuraChilensis_v1_contig_6847,transport
PiuraChilensis_v1_contig_993,developmental processes
PiuraChilensis_v1_contig_993,cell organization and biogenesis
PiuraChilensis_v1_contig_4920,DNA metabolism
PiuraChilensis_v1_contig_11524,cell organization and biogenesis
PiuraChilensis_v1_contig_5446,other metabolic processes
PiuraChilensis_v1_contig_9513,other metabolic processes
PiuraChilensis_v1_contig_12109,signal transduction
PiuraChilensis_v1_contig_14908,protein metabolism
PiuraChilensis_v1_contig_4090,transport
PiuraChilensis_v1_contig_7151,other metabolic processes
PiuraChilensis_v1_contig_7615,other biological processes
PiuraChilensis_v1_contig_7640,developmental processes
PiuraChilensis_v1_contig_7171,other biological processes
PiuraChilensis_v1_contig_8826,protein metabolism
PiuraChilensis_v1_contig_3518,cell adhesion
PiuraChilensis_v1_contig_7496,other biological processes
PiuraChilensis_v1_contig_4803,cell organization and biogenesis
PiuraChilensis_v1_contig_14357,protein metabolism
PiuraChilensis_v1_contig_14357,cell organization and biogenesis
PiuraChilensis_v1_contig_14090,developmental processes
PiuraChilensis_v1_contig_3674,other biological processes
PiuraChilensis_v1_contig_476,other biological processes
PiuraChilensis_v1_contig_2551,RNA metabolism
PiuraChilensis_v1_contig_931,RNA metabolism
PiuraChilensis_v1_contig_5133,RNA metabolism
PiuraChilensis_v1_contig_93,other metabolic processes
PiuraChilensis_v1_contig_2690,stress response
PiuraChilensis_v1_contig_2832,transport
PiuraChilensis_v1_contig_3687,cell cycle and proliferation
PiuraChilensis_v1_contig_258,RNA metabolism
PiuraChilensis_v1_contig_8588,transport
PiuraChilensis_v1_contig_3676,transport
PiuraChilensis_v1_contig_9660,developmental processes
PiuraChilensis_v1_contig_12298,RNA metabolism
PiuraChilensis_v1_contig_13943,transport
PiuraChilensis_v1_contig_9556,other biological processes
PiuraChilensis_v1_contig_5919,signal transduction
PiuraChilensis_v1_contig_11026,developmental processes
PiuraChilensis_v1_contig_4481,signal transduction
PiuraChilensis_v1_contig_398,other biological processes
PiuraChilensis_v1_contig_8177,cell organization and biogenesis
PiuraChilensis_v1_contig_2251,transport
PiuraChilensis_v1_contig_4570,other metabolic processes
PiuraChilensis_v1_contig_6642,transport
PiuraChilensis_v1_contig_9870,cell organization and biogenesis
PiuraChilensis_v1_contig_10792,other metabolic processes
PiuraChilensis_v1_contig_5903,protein metabolism
PiuraChilensis_v1_contig_6082,protein metabolism
PiuraChilensis_v1_contig_10586,protein metabolism
PiuraChilensis_v1_contig_6182,developmental processes
PiuraChilensis_v1_contig_12144,other metabolic processes
PiuraChilensis_v1_contig_180,other metabolic processes
PiuraChilensis_v1_contig_2341,transport
PiuraChilensis_v1_contig_1443,transport
PiuraChilensis_v1_contig_4421,transport
PiuraChilensis_v1_contig_6714,protein metabolism
PiuraChilensis_v1_contig_8934,cell adhesion
PiuraChilensis_v1_contig_13753,other biological processes
PiuraChilensis_v1_contig_11448,signal transduction
PiuraChilensis_v1_contig_12567,other biological processes
PiuraChilensis_v1_contig_9080,developmental processes
PiuraChilensis_v1_contig_2411,other metabolic processes
PiuraChilensis_v1_contig_9997,developmental processes
PiuraChilensis_v1_contig_1678,transport
PiuraChilensis_v1_contig_3088,cell organization and biogenesis
PiuraChilensis_v1_contig_1728,signal transduction
PiuraChilensis_v1_contig_13072,protein metabolism
PiuraChilensis_v1_contig_2644,protein metabolism
PiuraChilensis_v1_contig_1935,other metabolic processes
PiuraChilensis_v1_contig_8239,developmental processes
PiuraChilensis_v1_contig_10794,cell-cell signaling
PiuraChilensis_v1_contig_3426,transport
PiuraChilensis_v1_contig_2708,protein metabolism
PiuraChilensis_v1_contig_988,other biological processes
PiuraChilensis_v1_contig_9249,transport
PiuraChilensis_v1_contig_3663,signal transduction
PiuraChilensis_v1_contig_3247,developmental processes
PiuraChilensis_v1_contig_13044,other biological processes
PiuraChilensis_v1_contig_637,transport
PiuraChilensis_v1_contig_4336,developmental processes
PiuraChilensis_v1_contig_6628,RNA metabolism
PiuraChilensis_v1_contig_3218,protein metabolism
PiuraChilensis_v1_contig_3218,RNA metabolism
PiuraChilensis_v1_contig_692,other metabolic processes
PiuraChilensis_v1_contig_4811,transport
PiuraChilensis_v1_contig_7046,DNA metabolism
PiuraChilensis_v1_contig_7396,developmental processes
PiuraChilensis_v1_contig_1568,other metabolic processes
PiuraChilensis_v1_contig_4525,other metabolic processes
PiuraChilensis_v1_contig_7414,transport
PiuraChilensis_v1_contig_7414,cell organization and biogenesis
PiuraChilensis_v1_contig_13942,RNA metabolism
PiuraChilensis_v1_contig_1563,protein metabolism
PiuraChilensis_v1_contig_6113,signal transduction
PiuraChilensis_v1_contig_5969,signal transduction
PiuraChilensis_v1_contig_12959,cell organization and biogenesis
PiuraChilensis_v1_contig_10477,DNA metabolism
PiuraChilensis_v1_contig_6117,protein metabolism
PiuraChilensis_v1_contig_12913,other biological processes
PiuraChilensis_v1_contig_9156,other metabolic processes
PiuraChilensis_v1_contig_9290,transport
PiuraChilensis_v1_contig_1831,other biological processes
PiuraChilensis_v1_contig_6375,transport
PiuraChilensis_v1_contig_7812,RNA metabolism
PiuraChilensis_v1_contig_1815,signal transduction
PiuraChilensis_v1_contig_13640,transport
PiuraChilensis_v1_contig_6908,cell cycle and proliferation
PiuraChilensis_v1_contig_14328,other biological processes
PiuraChilensis_v1_contig_11568,RNA metabolism
PiuraChilensis_v1_contig_2054,transport
PiuraChilensis_v1_contig_11820,RNA metabolism
PiuraChilensis_v1_contig_6705,protein metabolism
PiuraChilensis_v1_contig_9368,transport
PiuraChilensis_v1_contig_384,transport
PiuraChilensis_v1_contig_11647,RNA metabolism
PiuraChilensis_v1_contig_8825,signal transduction
PiuraChilensis_v1_contig_1550,protein metabolism
PiuraChilensis_v1_contig_4145,signal transduction
PiuraChilensis_v1_contig_12076,developmental processes
PiuraChilensis_v1_contig_2310,cell cycle and proliferation
PiuraChilensis_v1_contig_455,transport
PiuraChilensis_v1_contig_10773,protein metabolism
PiuraChilensis_v1_contig_2880,other biological processes
PiuraChilensis_v1_contig_9547,transport
PiuraChilensis_v1_contig_2351,cell organization and biogenesis
PiuraChilensis_v1_contig_9153,other biological processes
PiuraChilensis_v1_contig_6250,other biological processes
PiuraChilensis_v1_contig_13859,signal transduction
PiuraChilensis_v1_contig_10175,other biological processes
PiuraChilensis_v1_contig_6709,other biological processes
PiuraChilensis_v1_contig_13555,other biological processes
PiuraChilensis_v1_contig_3237,RNA metabolism
PiuraChilensis_v1_contig_5169,protein metabolism
PiuraChilensis_v1_contig_5284,signal transduction
PiuraChilensis_v1_contig_5955,transport
PiuraChilensis_v1_contig_5168,cell organization and biogenesis
PiuraChilensis_v1_contig_441,protein metabolism
PiuraChilensis_v1_contig_3183,RNA metabolism
PiuraChilensis_v1_contig_14794,signal transduction
PiuraChilensis_v1_contig_390,protein metabolism
PiuraChilensis_v1_contig_9334,other biological processes
PiuraChilensis_v1_contig_3623,signal transduction
PiuraChilensis_v1_contig_10226,DNA metabolism
PiuraChilensis_v1_contig_10226,cell organization and biogenesis
PiuraChilensis_v1_contig_11291,protein metabolism
PiuraChilensis_v1_contig_5407,protein metabolism
PiuraChilensis_v1_contig_9720,other metabolic processes
PiuraChilensis_v1_contig_14842,other metabolic processes
PiuraChilensis_v1_contig_5110,transport
PiuraChilensis_v1_contig_2061,stress response
PiuraChilensis_v1_contig_2061,DNA metabolism
PiuraChilensis_v1_contig_3706,protein metabolism
PiuraChilensis_v1_contig_7569,stress response
PiuraChilensis_v1_contig_2250,stress response
PiuraChilensis_v1_contig_2250,cell organization and biogenesis
PiuraChilensis_v1_contig_12101,cell cycle and proliferation
PiuraChilensis_v1_contig_5319,other metabolic processes
PiuraChilensis_v1_contig_2051,RNA metabolism
PiuraChilensis_v1_contig_2532,protein metabolism
PiuraChilensis_v1_contig_13387,signal transduction
PiuraChilensis_v1_contig_13072,other biological processes
PiuraChilensis_v1_contig_11573,protein metabolism
PiuraChilensis_v1_contig_11796,other metabolic processes
PiuraChilensis_v1_contig_14566,protein metabolism
PiuraChilensis_v1_contig_12941,other metabolic processes
PiuraChilensis_v1_contig_3585,cell adhesion
PiuraChilensis_v1_contig_7867,transport
PiuraChilensis_v1_contig_3182,protein metabolism
PiuraChilensis_v1_contig_1098,stress response
PiuraChilensis_v1_contig_3935,cell organization and biogenesis
PiuraChilensis_v1_contig_4844,signal transduction
PiuraChilensis_v1_contig_4844,stress response
PiuraChilensis_v1_contig_3112,other biological processes
PiuraChilensis_v1_contig_1789,other biological processes
PiuraChilensis_v1_contig_4833,cell cycle and proliferation
PiuraChilensis_v1_contig_348,developmental processes
PiuraChilensis_v1_contig_12209,other metabolic processes
PiuraChilensis_v1_contig_1117,cell organization and biogenesis
PiuraChilensis_v1_contig_10899,other metabolic processes
PiuraChilensis_v1_contig_5110,other biological processes
PiuraChilensis_v1_contig_7033,other biological processes
PiuraChilensis_v1_contig_11266,DNA metabolism
PiuraChilensis_v1_contig_6075,transport
PiuraChilensis_v1_contig_9453,developmental processes
PiuraChilensis_v1_contig_12781,cell organization and biogenesis
PiuraChilensis_v1_contig_4896,other metabolic processes
PiuraChilensis_v1_contig_5139,signal transduction
PiuraChilensis_v1_contig_70,developmental processes
PiuraChilensis_v1_contig_7393,other biological processes
PiuraChilensis_v1_contig_3393,other biological processes
PiuraChilensis_v1_contig_7312,cell cycle and proliferation
PiuraChilensis_v1_contig_3864,RNA metabolism
PiuraChilensis_v1_contig_11799,cell organization and biogenesis
PiuraChilensis_v1_contig_8811,other metabolic processes
PiuraChilensis_v1_contig_4223,stress response
PiuraChilensis_v1_contig_2339,protein metabolism
PiuraChilensis_v1_contig_3275,death
PiuraChilensis_v1_contig_1288,cell adhesion
PiuraChilensis_v1_contig_6763,RNA metabolism
PiuraChilensis_v1_contig_5876,other metabolic processes
PiuraChilensis_v1_contig_857,other biological processes
PiuraChilensis_v1_contig_10957,signal transduction
PiuraChilensis_v1_contig_786,other biological processes
PiuraChilensis_v1_contig_1737,signal transduction
PiuraChilensis_v1_contig_4998,DNA metabolism
PiuraChilensis_v1_contig_13928,protein metabolism
PiuraChilensis_v1_contig_2189,cell organization and biogenesis
PiuraChilensis_v1_contig_12776,developmental processes
PiuraChilensis_v1_contig_1596,other metabolic processes
PiuraChilensis_v1_contig_14122,signal transduction
PiuraChilensis_v1_contig_7872,signal transduction
PiuraChilensis_v1_contig_8557,protein metabolism
PiuraChilensis_v1_contig_11961,protein metabolism
PiuraChilensis_v1_contig_4811,other metabolic processes
PiuraChilensis_v1_contig_12557,RNA metabolism
PiuraChilensis_v1_contig_11487,signal transduction
PiuraChilensis_v1_contig_11487,stress response
PiuraChilensis_v1_contig_4851,other metabolic processes
PiuraChilensis_v1_contig_756,developmental processes
PiuraChilensis_v1_contig_2485,stress response
PiuraChilensis_v1_contig_12101,signal transduction
PiuraChilensis_v1_contig_7887,other biological processes
